DIVISION;SUBDIVISION;SURFACE;GFA;REVENU;IdSubdivision;IdParcelle;IdTypeCad;IdClassCad;IdFermage;IdExploitant;IdCommune;IdLieuDit;DureeFermage;Point;IdRecad;PointFermage
1;1;2.6350000000000000e+03;;6.6929000000000005e-01;3677;658;7;4;7;5;4;382;;5.2700000000000002e-01;734;
1;1;6.9330000000000000e+04;;2.6414729999999999e+01;3678;659;5;2;2;5;4;382;;2.0798999999999999e+01;735;
1;1;6.5000000000000000e+02;;2.1463000000000001e+00;3679;660;9;4;12;5;4;382;;1.6899999999999999e+00;736;
1;1;2.0000000000000000e+03;;1.0160000000000000e+00;3680;661;7;4;6;5;4;382;;8.0000000000000004e-01;737;
1;1;1.5450000000000000e+03;;5.1015899999999998e+00;3681;662;9;4;12;5;4;382;;4.0170000000000003e+00;738;
1;1;1.7700000000000000e+03;;8.9915999999999996e-01;3682;663;7;4;6;5;4;382;;7.0799999999999996e-01;739;
1;1;5.8330000000000000e+04;;1.4815820000000000e+01;3683;664;7;4;7;5;4;184;;1.1666000000000000e+01;740;
1;1;3.6625000000000000e+04;;1.2379250000000001e+01;3684;665;7;4;7;27;4;184;;7.3250000000000002e+00;741;
1;1;2.2100000000000000e+03;;5.6133999999999995e-01;3685;666;7;3;7;5;4;178;;4.4200000000000000e-01;742;
1;1;3.2800000000000000e+03;;8.3311999999999997e-01;3686;667;7;3;7;5;4;178;;6.5600000000000003e-01;743;
1;1;2.8000000000000000e+03;;1.4224000000000001e+00;3687;668;9;3;6;5;4;178;;1.1200000000000001e+00;744;
1;1;4.4960000000000000e+03;;2.2839680000000002e+00;3688;669;7;4;6;5;4;178;;1.7984000000000000e+00;745;
1;1;4.6230000000000000e+04;;3.1251480000000001e+01;3689;670;7;3;6;27;4;178;;1.8492000000000001e+01;746;
1;1;3.7340000000000000e+04;;1.8968720000000001e+01;3690;671;7;3;6;9;4;105;;1.4936000000000000e+01;747;
1;1;2.3000000000000000e+02;;1.1684000000000000e-01;3691;672;9;3;6;9;4;105;;9.1999999999999998e-02;748;
1;1;3.0000000000000000e+01;;0.0000000000000000e+00;3692;673;8;0;8;9;4;105;;0.0000000000000000e+00;749;
1;1;2.5600000000000000e+03;;1.3004800000000001e+00;3693;674;7;3;6;5;4;105;;1.0240000000000000e+00;750;
1;1;2.8780000000000000e+04;;1.0965180000000000e+01;3694;675;5;2;2;5;4;105;;8.6340000000000003e+00;751;
1;1;6.8869000000000000e+04;;2.6239089000000000e+01;3695;676;5;2;2;5;4;105;;2.0660699999999999e+01;752;
1;1;4.2080000000000000e+04;;1.6032480000000000e+01;3696;677;5;2;2;5;4;140;;1.2624000000000001e+01;753;
1;1;5.2627000000000000e+04;;1.3367258000000000e+01;3697;678;1;2;3;33;4;381;;1.0525399999999999e+01;754;
1;1;2.8750000000000000e+03;;2.1907500000000000e+00;3698;679;9;3;5;9;4;377;;1.7250000000000001e+00;755;
1;1;3.9700000000000000e+03;;1.5629890000000000e+01;3699;680;9;3;11;9;4;377;;1.2307000000000000e+01;756;
1;1;7.1280000000000000e+04;;2.7157679999999999e+01;3700;681;5;2;2;9;4;377;;2.1384000000000000e+01;757;
1;1;6.2380000000000000e+04;;3.1689039999999999e+01;3701;682;7;4;6;9;4;377;;2.4952000000000002e+01;758;
1;1;3.9480000000000000e+04;;2.0055840000000000e+01;3702;683;7;4;6;9;4;377;;1.5792000000000000e+01;759;
1;1;2.4000000000000000e+03;;7.9248000000000003e+00;3703;684;9;4;12;9;4;90;;6.2400000000000002e+00;760;
1;1;5.3300000000000000e+03;;1.7599660000000000e+01;3704;685;9;4;12;9;4;90;;1.3858000000000001e+01;761;
1;1;8.0000000000000000e+02;;4.0639999999999998e-01;3705;686;7;4;6;9;4;90;;3.2000000000000001e-01;762;
1;1;9.0700000000000000e+03;;2.9949140000000000e+01;3706;687;9;4;12;9;4;90;;2.3582000000000001e+01;763;
1;1;1.6359000000000000e+05;;6.2327790000000000e+01;3707;688;5;2;2;9;4;90;;4.9076999999999998e+01;764;
1;1;6.2100000000000000e+03;;2.0505420000000001e+01;3708;689;9;4;12;9;4;90;;1.6146000000000001e+01;765;
1;1;7.6050000000000000e+03;;3.3321307500000001e+00;3709;690;5;2;2;9;4;90;;2.2814999999999999e+00;766;
1;1;1.1468000000000000e+04;;4.3547436400000002e+01;3710;691;9;4;12;9;4;90;;2.9816800000000001e+01;767;
1;1;3.9990000000000000e+03;;1.3204698000000000e+01;3711;692;9;4;12;9;4;90;;1.0397399999999999e+01;768;
1;1;6.1853000000000000e+04;;2.3565992999999999e+01;3712;693;5;2;2;9;4;90;;1.8555900000000001e+01;769;
1;1;7.5544000000000000e+04;;2.8782264000000001e+01;3713;694;5;2;2;9;4;326;;2.2663200000000000e+01;770;
1;1;4.4890000000000000e+03;;1.4822678000000000e+01;3714;695;9;4;12;9;4;326;;1.1671400000000000e+01;771;
1;1;2.8780000000000000e+04;;7.3101200000000004e+00;3715;696;5;2;3;9;4;326;;5.7560000000000002e+00;772;
1;1;4.5120000000000000e+04;;2.2920960000000001e+01;3716;697;7;3;6;9;4;326;;1.8047999999999998e+01;773;
1;1;7.4985000000000000e+04;;1.9046189999999999e+01;3717;698;5;2;3;9;4;246;;1.4997000000000000e+01;774;
1;1;3.5060000000000000e+04;;1.7810479999999998e+01;3718;699;7;3;6;9;4;246;;1.4023999999999999e+01;775;
1;1;3.3831000000000000e+04;;4.2965369999999998e+00;3719;700;5;2;1;9;4;246;;3.3831000000000002e+00;776;
1;1;2.5400000000000000e+03;;8.3870799999999992e+00;3720;701;9;4;12;9;4;246;;6.6040000000000001e+00;777;
1;1;1.5260000000000000e+04;;7.7520800000000003e+00;3721;702;7;3;6;9;4;246;;6.1040000000000001e+00;778;
1;1;2.2895000000000000e+04;;8.7229949999999992e+00;3722;703;5;2;2;9;4;246;;6.8685000000000000e+00;779;
1;1;3.5275000000000000e+04;;1.3439774999999999e+01;3723;704;5;2;2;5;4;246;;1.0582500000000000e+01;780;
1;1;1.2200000000000000e+03;;7.3503170000000004e+00;3724;705;9;4;11;5;4;246;;3.7820000000000000e+00;781;
1;1;1.7675000000000000e+04;;6.8702724999999996e+00;3725;706;5;2;3;5;4;246;;3.5350000000000001e+00;782;
1;1;3.0705000000000000e+04;;1.1698605000000001e+01;3726;707;5;2;2;5;4;246;;9.2114999999999991e+00;783;
1;1;9.9000000000000000e+02;;2.5146000000000002e-01;3727;708;7;3;7;5;4;246;;1.9800000000000001e-01;784;
1;1;2.9550000000000000e+03;;7.5056999999999996e-01;3728;709;7;3;7;5;4;246;;5.9099999999999997e-01;785;
1;1;2.4110000000000000e+04;;9.1859099999999998e+00;3729;710;5;2;2;5;4;321;;7.2329999999999997e+00;786;
1;1;7.5000000000000000e+03;;2.9527500000000000e+01;3730;711;9;3;11;5;4;321;;2.3250000000000000e+01;787;
1;1;1.6550000000000000e+03;;8.4074000000000004e-01;3731;712;7;4;6;5;4;321;;6.6200000000000003e-01;788;
1;1;1.0300000000000000e+03;;4.0551100000000000e+00;3732;713;9;4;11;5;4;321;;3.1930000000000001e+00;789;
1;1;1.4700000000000000e+03;;7.4675999999999998e-01;3733;714;7;3;6;5;4;321;;5.8799999999999997e-01;790;
1;1;6.1200000000000000e+03;;3.2644080000000002e+01;3734;715;9;3;10;5;4;321;;2.5704000000000001e+01;791;
1;1;1.2815000000000000e+04;;3.2550100000000000e+00;3735;716;5;2;3;5;4;321;;2.5630000000000002e+00;792;
1;1;4.4393000000000000e+04;;1.7255559099999999e+01;3736;717;5;2;3;5;4;96;;8.8786000000000005e+00;793;
1;1;1.0652000000000000e+04;;8.2808647999999998e+00;3737;718;7;3;6;5;4;96;;4.2607999999999997e+00;794;
1;1;4.7169000000000000e+04;;1.1980926000000000e+01;3738;719;5;2;3;5;4;96;;9.4337999999999997e+00;795;
1;1;3.1391000000000000e+04;;1.2201681700000000e+01;3739;720;5;2;3;5;4;96;;6.2782000000000000e+00;796;
1;1;5.9650000000000000e+03;;3.4847530000000000e+00;3740;721;7;3;6;9;4;96;;2.3860000000000001e+00;797;
1;1;4.2620000000000000e+03;;2.4898604000000000e+00;3741;722;9;4;6;9;4;96;;1.7048000000000001e+00;798;
1;1;1.3610000000000000e+04;;5.1854100000000001e+00;3742;723;5;2;2;9;4;96;;4.0830000000000002e+00;799;
1;1;1.2670000000000000e+04;;4.1836340000000000e+01;3743;724;9;4;12;9;4;96;;3.2942000000000000e+01;800;
1;1;7.1900000000000000e+03;;3.6525200000000000e+00;3744;725;7;4;6;9;4;96;;2.8759999999999999e+00;801;
1;1;1.3515000000000000e+04;;5.9215972499999996e+00;3745;726;5;2;2;9;4;96;;4.0545000000000000e+00;802;
1;1;1.7100000000000000e+03;;8.6868000000000001e-01;3746;727;7;3;6;9;4;377;;6.8400000000000005e-01;803;
1;1;8.7400000000000000e+02;;1.1099800000000000e-01;3747;728;5;2;1;9;4;380;;8.7400000000000005e-02;804;
1;1;4.6463000000000000e+04;;5.9008010000000004e+00;3748;729;5;2;1;9;4;380;;4.6463000000000001e+00;805;
1;1;9.7190000000000000e+03;;1.2343130000000000e+00;3749;730;5;2;1;38;4;270;;9.7189999999999999e-01;806;
1;1;3.5914000000000000e+04;;1.2138932000000000e+01;3750;731;5;2;3;27;4;147;;7.1828000000000003e+00;807;
1;1;1.2762000000000000e+04;;5.0243994000000001e+01;3751;732;9;3;11;14;4;276;;3.9562199999999997e+01;808;
2;1;1.2148000000000000e+04;;6.1711840000000002e+00;3752;732;7;3;6;14;4;276;;4.8592000000000004e+00;809;
1;1;2.6400000000000000e+03;;0.0000000000000000e+00;3753;733;8;0;8;1;4;276;;0.0000000000000000e+00;810;
1;1;4.8660000000000000e+04;;2.4719280000000001e+01;3754;734;8;3;6;38;4;276;;1.9463999999999999e+01;811;
1;1;2.7100000000000000e+03;;1.3739699999999999e+00;3755;735;5;2;2;1;4;380;;8.1299999999999994e-01;812;
1;1;1.0955000000000000e+05;;2.7825700000000001e+01;3756;736;7;4;7;65;4;83;;2.1910000000000000e+01;813;
1;1;3.7920000000000000e+04;;2.5633920000000000e+01;3757;737;7;3;6;21;5;5;;1.5167999999999999e+01;814;
1;1;1.2398000000000000e+05;;8.8001004000000000e+02;3758;738;9;4;10;21;5;5;;5.2071600000000001e+02;815;
2;1;4.0000000000000000e+04;;2.0956000000000000e+02;3759;738;9;4;11;21;5;5;;1.2400000000000000e+02;816;
1;1;1.4130000000000000e+04;;9.5518800000000006e+00;3760;739;7;3;6;21;5;5;;5.6520000000000001e+00;817;
1;1;3.9320000000000000e+04;;2.6580320000000000e+01;3761;740;7;3;6;21;5;160;;1.5728000000000000e+01;818;
1;1;2.8000000000000000e+04;;1.4669200000000001e+02;3762;741;9;4;11;21;5;160;;8.6799999999999997e+01;819;
1;1;1.0683000000000000e+05;;7.2217079999999996e+01;3763;742;7;3;6;21;5;161;;4.2731999999999999e+01;820;
1;1;1.0037000000000000e+05;;6.7850120000000004e+01;3764;743;7;3;6;7;5;66;;4.0148000000000003e+01;821;
1;1;3.5000000000000000e+03;;2.3660000000000001e+00;3765;744;9;4;6;7;5;66;;1.3999999999999999e+00;822;
1;1;8.7220000000000000e+04;;3.4338513999999998e+02;3766;745;9;4;11;6;5;66;;2.7038200000000001e+02;823;
1;1;5.7920000000000000e+04;;3.0344288000000000e+02;3767;746;9;3;11;21;5;5;;1.7955199999999999e+02;824;
1;1;4.0840000000000000e+04;;2.7607839999999999e+01;3768;747;7;3;6;21;5;5;;1.6335999999999999e+01;825;
1;1;3.0080000000000000e+04;;2.0334080000000000e+01;3769;748;7;3;6;21;5;5;;1.2032000000000000e+01;826;
1;1;6.4750000000000000e+03;;4.3771000000000004e+00;3770;749;7;3;6;21;5;240;;2.5899999999999999e+00;827;
1;1;1.2010000000000000e+04;;6.2920389999999998e+01;3771;750;9;4;11;21;5;240;;3.7231000000000002e+01;828;
1;1;1.0728000000000000e+05;;7.2521280000000004e+01;3772;751;7;3;6;21;5;240;;4.2911999999999999e+01;829;
1;1;2.9815000000000000e+04;;1.5620078500000000e+02;3773;752;9;4;11;21;5;240;;9.2426500000000004e+01;830;
1;1;3.8400000000000000e+04;;2.0117760000000001e+02;3774;753;9;4;11;21;5;13;;1.1904000000000001e+02;831;
1;1;8.8000000000000000e+03;;4.6103200000000001e+01;3775;754;7;3;11;21;5;13;;2.7280000000000001e+01;832;
1;1;1.2570000000000000e+04;;6.5854230000000001e+01;3776;755;9;4;11;21;5;13;;3.8966999999999999e+01;833;
1;1;9.7150000000000000e+04;;6.5673400000000001e+01;3777;756;7;2;6;21;5;13;;3.8859999999999999e+01;834;
1;1;3.0000000000000000e+04;;1.5716999999999999e+02;3778;757;9;4;11;21;5;13;;9.3000000000000000e+01;835;
1;1;7.9480000000000000e+03;;5.3728480000000003e+00;3779;758;7;2;6;21;5;13;;3.1791999999999998e+00;836;
1;1;4.8000000000000000e+01;;0.0000000000000000e+00;3780;759;8;0;8;21;5;13;;0.0000000000000000e+00;837;
1;1;4.5400000000000000e+02;;7.6726000000000005e-01;3781;760;6;2;14;21;5;13;0;4.5400000000000001e-01;838;
1;1;5.2600000000000000e+02;;8.8893999999999995e-01;3782;761;6;2;14;21;5;13;0;5.2600000000000002e-01;839;
1;1;5.5000000000000000e+01;;0.0000000000000000e+00;3783;762;8;0;8;21;5;13;;0.0000000000000000e+00;840;
1;1;1.3000000000000000e+02;;0.0000000000000000e+00;3784;763;8;0;8;21;5;12;;0.0000000000000000e+00;841;
1;1;2.8215000000000000e+04;;1.1108245500000000e+02;3785;764;9;4;11;6;5;86;0;8.7466499999999996e+01;842;
2;1;1.0000000000000000e+04;;3.3020000000000003e+01;3786;764;9;4;12;6;5;86;;2.6000000000000000e+01;843;
1;1;1.7260000000000000e+04;;6.7952619999999996e+01;3787;765;9;4;11;6;5;86;;5.3506000000000000e+01;844;
1;1;1.8280000000000000e+04;;9.2862399999999994e+00;3788;766;7;2;6;6;5;86;;7.3120000000000003e+00;845;
1;1;9.0900000000000000e+03;;3.0015180000000001e+01;3789;767;9;4;12;6;5;86;;2.3634000000000000e+01;846;
1;1;1.4380000000000000e+04;;7.3050400000000000e+00;3790;768;7;3;6;6;5;86;;5.7519999999999998e+00;847;
1;1;2.0900000000000000e+04;;1.0617200000000000e+01;3791;769;7;3;6;6;5;86;;8.3599999999999994e+00;848;
1;1;7.9250000000000000e+03;;3.1200724999999998e+01;3792;770;9;4;11;6;5;391;;2.4567499999999999e+01;849;
1;1;1.6970000000000000e+04;;5.6034939999999999e+01;3793;771;9;4;12;6;5;391;;4.4122000000000000e+01;850;
1;1;2.5000000000000000e+04;;8.2549999999999997e+01;3794;772;7;3;12;6;5;391;;6.5000000000000000e+01;851;
2;1;4.4900000000000000e+04;;2.2809200000000001e+01;3795;772;7;3;6;6;5;391;;1.7960000000000001e+01;852;
1;1;2.1100000000000000e+04;;6.9672200000000004e+01;3796;773;9;4;12;6;5;391;;5.4859999999999999e+01;853;
1;1;6.3030000000000000e+04;;3.2019240000000003e+01;3797;774;7;3;6;6;5;391;;2.5212000000000000e+01;854;
1;1;1.1330000000000000e+05;;5.7556399999999996e+01;3798;775;7;3;6;6;5;391;;4.5320000000000000e+01;855;
1;1;2.6600000000000000e+04;;8.7833200000000005e+01;3799;776;9;4;12;6;5;391;;6.9159999999999997e+01;856;
1;1;3.5960000000000000e+04;;1.1873992000000000e+02;3800;777;9;4;12;6;5;391;;9.3495999999999995e+01;857;
1;1;3.6000000000000000e+03;;1.8288000000000000e+00;3801;778;7;3;6;6;5;391;;1.4399999999999999e+00;858;
1;1;1.1100000000000000e+03;;0.0000000000000000e+00;3802;779;8;0;8;7;5;212;;0.0000000000000000e+00;859;
1;1;4.1386000000000000e+05;;1.3988468000000000e+02;3803;780;7;2;7;7;5;212;;8.2772000000000006e+01;860;
2;1;3.3000000000000000e+03;;0.0000000000000000e+00;3804;780;8;0;8;7;5;212;;0.0000000000000000e+00;861;
1;1;3.2000000000000000e+03;;1.0815999999999999e+00;3805;781;7;2;7;7;5;212;;6.4000000000000001e-01;862;
1;1;3.1818000000000000e+05;;2.1508967999999999e+02;3806;782;7;2;6;7;5;212;;1.2727200000000001e+02;863;
2;1;2.0000000000000000e+04;;8.7879999999999995e+01;3807;782;7;2;12;7;5;212;;5.2000000000000000e+01;864;
1;1;5.8000000000000000e+03;;3.0386199999999999e+01;3808;783;9;3;11;7;5;212;;1.7980000000000000e+01;865;
1;1;5.1650000000000000e+04;;2.7059435000000002e+02;3809;784;9;3;11;7;5;212;;1.6011500000000001e+02;866;
1;1;7.4000000000000000e+03;;3.8768599999999999e+01;3810;785;9;3;11;7;5;212;;2.2940000000000001e+01;867;
1;1;1.7133000000000000e+05;;1.1581908000000000e+02;3811;786;7;2;6;7;5;212;;6.8531999999999996e+01;868;
2;1;3.0000000000000000e+04;;1.3181999999999999e+02;3812;786;7;2;12;7;5;212;;7.8000000000000000e+01;869;
1;1;1.4400000000000000e+04;;7.5441599999999994e+01;3813;787;9;4;11;7;5;212;;4.4640000000000001e+01;870;
1;1;1.8700000000000000e+04;;9.7969300000000004e+01;3814;788;9;4;11;7;5;212;;5.7969999999999999e+01;871;
1;1;4.6000000000000000e+02;;3.1096000000000001e-01;3815;789;7;2;6;7;5;212;;1.8400000000000000e-01;872;
1;1;7.2000000000000000e+02;;4.8671999999999999e-01;3816;790;7;2;6;7;5;212;;2.8799999999999998e-01;873;
1;1;9.0000000000000000e+02;;6.0840000000000005e-01;3817;791;7;2;6;7;5;212;;3.5999999999999999e-01;874;
1;1;7.5460000000000000e+04;;5.1010959999999997e+01;3818;792;7;3;6;7;5;212;;3.0184000000000001e+01;875;
1;1;1.1600000000000000e+04;;7.8415999999999997e+00;3819;793;7;3;6;7;5;212;;4.6399999999999997e+00;876;
1;1;7.5090000000000000e+03;;3.8145720000000001e+00;3820;794;7;3;6;6;5;212;;3.0036000000000000e+00;877;
2;1;9.5910000000000000e+03;;6.4835159999999998e+00;3821;794;7;3;6;7;5;212;;3.8363999999999998e+00;878;
1;1;7.8000000000000000e+03;;4.0864199999999997e+01;3822;795;9;4;11;7;5;212;;2.4180000000000000e+01;879;
1;1;1.2500000000000000e+04;;6.5487499999999997e+01;3823;796;9;4;11;7;5;212;;3.8750000000000000e+01;880;
1;1;7.8000000000000000e+03;;4.0864199999999997e+01;3824;797;9;4;11;21;5;160;;2.4180000000000000e+01;881;
1;1;5.0000000000000000e+04;;3.5489999999999998e+02;3825;798;9;4;10;21;5;160;;2.1000000000000000e+02;882;
2;1;2.6990000000000000e+04;;1.4140061000000000e+02;3826;798;9;4;11;21;5;160;;8.3668999999999997e+01;883;
1;1;2.6000000000000000e+04;;1.3621400000000000e+02;3827;799;9;3;11;21;5;160;;8.0599999999999994e+01;884;
1;1;6.7000000000000000e+05;;4.5292000000000002e+02;3828;800;7;2;6;21;5;160;;2.6800000000000000e+02;885;
2;1;6.7838000000000000e+05;;2.2929244000000000e+02;3829;800;7;3;7;21;5;160;;1.3567599999999999e+02;886;
3;1;1.7000000000000000e+05;;8.9063000000000000e+02;3830;800;9;3;11;21;5;160;;5.2700000000000000e+02;887;
1;1;4.0000000000000000e+04;;2.8392000000000002e+02;3831;801;9;3;10;21;5;160;;1.6800000000000000e+02;888;
2;1;4.7360000000000000e+04;;2.4811904000000001e+02;3832;801;9;3;11;21;5;160;;1.4681600000000000e+02;889;
1;1;2.8834400000000000e+05;;1.9492054400000001e+02;3833;802;7;3;6;21;5;66;;1.1533759999999999e+02;890;
1;1;2.3157000000000000e+04;;1.1763756000000001e+01;3834;803;7;3;6;6;5;212;;9.2628000000000004e+00;891;
2;1;1.1236300000000000e+05;;7.5957387999999995e+01;3835;803;7;3;6;7;5;212;;4.4945200000000000e+01;892;
1;1;6.6380000000000000e+04;;4.4872880000000002e+01;3836;804;7;3;6;21;5;212;;2.6552000000000000e+01;893;
1;1;8.3720000000000000e+03;;4.3860908000000002e+01;3837;805;9;4;11;21;5;12;;2.5953199999999999e+01;894;
1;1;3.9430000000000000e+03;;2.6654680000000002e+00;3838;806;7;1;6;21;5;12;;1.5771999999999999e+00;895;
1;1;2.8752000000000000e+04;;1.9436351999999999e+01;3839;807;7;3;6;21;5;12;;1.1500800000000000e+01;896;
1;1;4.8308000000000000e+04;;3.2656207999999999e+01;3840;808;7;3;6;21;5;12;;1.9323200000000000e+01;897;
1;1;1.6450000000000000e+03;;0.0000000000000000e+00;3841;809;8;0;8;21;5;12;;0.0000000000000000e+00;898;
1;1;5.0000000000000000e+04;;3.5489999999999998e+02;3842;810;9;3;10;21;5;12;;2.1000000000000000e+02;899;
2;1;2.4629000000000000e+04;;1.2903133099999999e+02;3843;810;9;3;11;21;5;12;;7.6349900000000005e+01;900;
1;1;1.1250000000000000e+03;;7.6049999999999995e-01;3844;811;7;3;6;21;5;240;;4.5000000000000001e-01;901;
1;1;8.4010000000000000e+04;;5.6790759999999999e+01;3845;812;7;3;6;21;5;240;;3.3603999999999999e+01;902;
1;1;1.3845000000000000e+04;;3.5166300000000001e+00;3846;813;7;3;7;6;5;86;;2.7690000000000001e+00;903;
1;1;6.5000000000000000e+01;;1.6510000000000000e-02;3847;814;7;3;7;6;5;86;;1.2999999999999999e-02;904;
1;1;1.0780000000000000e+03;;0.0000000000000000e+00;3848;815;8;0;8;6;5;86;;0.0000000000000000e+00;905;
1;1;1.0770000000000000e+03;;0.0000000000000000e+00;3849;816;8;0;8;6;5;86;;0.0000000000000000e+00;906;
1;1;4.9500000000000000e+02;;6.2865000000000004e-01;3850;817;6;2;14;6;5;86;0;4.9500000000000000e-01;907;
1;1;4.9500000000000000e+02;;6.2865000000000004e-01;3851;818;6;2;14;6;5;86;0;4.9500000000000000e-01;908;
1;1;2.0000000000000000e+04;;7.8739999999999995e+01;3852;819;9;4;11;6;5;86;;6.2000000000000000e+01;909;
2;1;7.1011000000000000e+04;;2.3447832199999999e+02;3853;819;9;4;12;6;5;86;;1.8462860000000001e+02;910;
1;1;1.0459000000000000e+04;;4.1177083000000003e+01;3854;820;9;4;11;6;5;86;;3.2422899999999998e+01;911;
1;1;8.2753000000000000e+04;;4.2038524000000002e+01;3855;821;7;2;6;6;5;66;;3.3101199999999999e+01;912;
2;1;1.3414500000000000e+05;;9.0682019999999994e+01;3856;821;7;2;6;7;5;66;;5.3658000000000001e+01;913;
1;1;1.6758000000000000e+04;;8.5130640000000000e+00;3857;822;7;2;6;6;5;66;;6.7031999999999998e+00;914;
1;1;3.3900000000000000e+03;;1.7760210000000001e+01;3858;823;9;4;11;21;5;160;;1.0509000000000000e+01;915;
1;1;1.4960000000000000e+03;;5.0564799999999999e-01;3859;824;7;3;7;21;5;163;;2.9920000000000002e-01;916;
1;1;6.1080000000000000e+03;;4.1290079999999998e+00;3860;825;7;3;6;21;5;43;;2.4432000000000000e+00;917;
1;1;7.0200000000000000e+03;;4.7455200000000000e+00;3861;826;9;3;6;35;6;10;;2.8079999999999998e+00;918;
1;1;1.2030000000000000e+04;;5.2859819999999999e+01;3862;827;7;2;12;35;6;10;;3.1277999999999999e+01;919;
1;1;2.9650000000000000e+03;;1.5032550000000000e+00;3863;828;7;3;2;35;6;10;;8.8949999999999996e-01;920;
1;1;1.5400000000000000e+03;;7.8078000000000003e-01;3864;829;7;3;2;35;6;10;;4.6200000000000002e-01;921;
1;1;2.0500000000000000e+03;;1.0393500000000000e+00;3865;830;7;3;2;35;6;10;;6.1499999999999999e-01;922;
1;1;1.9600000000000000e+03;;9.9372000000000005e-01;3866;831;7;3;2;35;6;10;;5.8799999999999997e-01;923;
1;1;2.1800000000000000e+03;;1.4736800000000001e+00;3867;832;7;3;6;35;6;10;;8.7200000000000000e-01;924;
1;1;8.4300000000000000e+03;;4.2740099999999996e+00;3868;833;7;3;2;35;6;10;;2.5289999999999999e+00;925;
1;1;8.2300000000000000e+03;;4.1726099999999997e+00;3869;834;7;3;2;35;6;10;;2.4689999999999999e+00;926;
1;1;9.2600000000000000e+03;;6.2597600000000000e+00;3870;835;7;3;6;35;6;10;;3.7040000000000002e+00;927;
1;1;9.7700000000000000e+03;;4.9533899999999997e+00;3871;836;7;3;2;35;6;10;;2.9310000000000000e+00;928;
1;1;9.3800000000000000e+03;;4.7556599999999998e+00;3872;837;7;3;2;35;6;10;;2.8140000000000001e+00;929;
1;1;9.1400000000000000e+03;;4.6339800000000002e+00;3873;838;7;3;2;35;6;10;;2.7420000000000000e+00;930;
1;1;1.1060000000000000e+04;;5.6074200000000003e+00;3874;839;7;3;2;35;6;10;;3.3180000000000001e+00;931;
1;1;6.3080000000000000e+03;;3.1981560000000000e+00;3875;840;5;2;2;35;6;10;;1.8924000000000001e+00;932;
1;1;7.1700000000000000e+03;;3.6351900000000001e+00;3876;841;5;2;2;35;6;10;;2.1509999999999998e+00;933;
1;1;2.0615000000000000e+04;;1.3935739999999999e+01;3877;842;7;2;6;35;6;10;;8.2460000000000004e+00;934;
1;1;7.2000000000000000e+03;;4.8672000000000004e+00;3878;843;7;2;6;35;6;10;;2.8799999999999999e+00;935;
1;1;9.0100000000000000e+03;;3.0453800000000002e+00;3879;844;5;2;3;35;6;10;;1.8020000000000000e+00;936;
1;1;1.0520000000000000e+04;;5.3336399999999999e+00;3880;845;7;3;2;35;6;10;;3.1560000000000001e+00;937;
1;1;6.1500000000000000e+03;;3.1180500000000002e+00;3881;846;7;3;2;35;6;10;;1.8450000000000000e+00;938;
1;1;1.0360000000000000e+04;;5.2525199999999996e+00;3882;847;7;3;2;35;6;10;;3.1080000000000001e+00;939;
1;1;1.0300000000000000e+04;;5.2221000000000002e+00;3883;848;7;3;2;35;6;10;;3.0899999999999999e+00;940;
1;1;9.3500000000000000e+03;;4.7404500000000001e+00;3884;849;5;2;2;35;6;10;;2.8050000000000002e+00;941;
1;1;1.2010000000000000e+04;;8.1187600000000000e+00;3885;850;7;2;6;35;6;10;;4.8040000000000003e+00;942;
1;1;5.9800000000000000e+03;;3.0318600000000000e+00;3886;851;7;3;2;35;6;61;;1.7940000000000000e+00;943;
1;1;7.4700000000000000e+03;;3.7872900000000000e+00;3887;852;5;2;2;35;6;61;;2.2410000000000001e+00;944;
1;1;4.0100000000000000e+03;;2.0330699999999999e+00;3888;853;5;2;2;35;6;61;;1.2030000000000001e+00;945;
1;1;5.2850000000000000e+03;;2.6794950000000002e+00;3889;854;5;2;2;35;6;61;;1.5854999999999999e+00;946;
1;1;4.6700000000000000e+03;;2.3676900000000001e+00;3890;855;7;3;2;35;6;61;;1.4010000000000000e+00;947;
1;1;3.2800000000000000e+03;;1.6629600000000000e+00;3891;856;7;2;2;35;6;61;;9.8399999999999999e-01;948;
1;1;3.2800000000000000e+03;;1.6629600000000000e+00;3892;857;7;2;2;35;6;61;;9.8399999999999999e-01;949;
1;1;7.6500000000000000e+03;;3.8785500000000002e+00;3893;858;7;2;2;35;6;61;;2.2949999999999999e+00;950;
1;1;7.8400000000000000e+03;;3.9748800000000002e+00;3894;859;7;2;2;35;6;61;;2.3519999999999999e+00;951;
1;1;7.0600000000000000e+03;;3.5794199999999998e+00;3895;860;7;2;2;35;6;61;;2.1179999999999999e+00;952;
1;1;7.7300000000000000e+03;;3.9191099999999999e+00;3896;861;7;2;2;35;6;61;;2.3190000000000000e+00;953;
1;1;2.7300000000000000e+03;;2.7682199999999999e+00;3897;862;9;2;5;35;6;400;;1.6379999999999999e+00;954;
1;1;5.0000000000000000e+02;;8.4500000000000006e-02;3898;863;1;1;1;35;6;400;;5.0000000000000003e-02;955;
1;1;5.2200000000000000e+03;;8.8217999999999996e-01;3899;864;5;2;1;35;6;400;;5.2200000000000002e-01;956;
