PARCELLE;SURFACE;REVENU;SCTL;IdParcelle;IdGfa;IdCommune;IdLieuDit;IdTypeCad;IdClassCad;Observations;CodeMapInfo
0O0276;1.0500000000000000e+04;8.5000000000036380e-01;1;608;5;4;291;7;4;;
0O0280;1.3330000000000000e+04;1.0799999999999272e+00;1;609;5;4;289;7;4;;
0O0288;1.6500000000000000e+04;4.0899999999965075e+00;1;610;5;4;385;7;3;;
0O0298;2.0130000000000000e+04;4.9899999999979627e+00;0;611;6;4;95;7;3;;
0O0300;3.2550000000000000e+03;1.5900000000001455e+00;0;612;6;4;95;9;4;;
0O0301;6.3450000000000000e+03;5.2000000000043656e-01;0;613;6;4;95;7;4;;
0O0303;3.1500000000000000e+03;2.6000000000021828e-01;0;614;6;4;95;7;4;;
0O0304;1.0100000000000000e+03;4.8999999999978172e-01;0;615;6;4;95;9;4;;
0O0330;2.0800000000000000e+02;3.0999999999994543e-01;1;616;5;4;199;9;3;;
0O0334;6.4000000000000000e+01;9.0000000000031832e-02;1;617;5;4;199;9;3;;
0O0358;7.0000000000000000e+02;1.0300000000006548e+00;1;618;5;4;201;9;3;;
0O0361;1.0300000000000000e+03;1.5200000000004366e+00;1;619;5;4;201;9;3;;
0O0362;2.1000000000000000e+02;3.0999999999994543e-01;1;620;5;4;201;9;3;;
0O0369;1.9000000000000000e+02;9.0000000000031832e-02;1;621;5;4;155;9;4;;
0O0370;4.0000000000000000e+02;2.0000000000004547e-01;1;622;5;4;155;9;4;;
0O0371;4.0300000000000000e+04;9.9799999999959255e+00;1;623;5;4;155;7;3;;
0O0372;2.1700000000000000e+03;1.0599999999994907e+00;1;624;5;4;155;9;4;;
0O0373;1.0150000000000000e+03;8.0000000000040927e-02;1;625;5;4;155;7;4;;
0O0402;7.1642000000000000e+04;1.1779999999998836e+01;1;626;5;4;159;;;;
0O0404;6.0300000000000000e+03;1.3999999999996362e+00;1;627;5;4;159;;;;
0O0405;1.8000000000000000e+02;8.9000000000032742e-01;1;628;5;4;159;6;1;;
0O0406;9.2800000000000000e+02;0.0000000000000000e+00;1;629;5;4;159;8;;;
0O0407;5.6000000000000000e+02;8.1999999999970896e-01;1;630;5;4;159;9;3;;
0O0408;3.2100000000000000e+03;1.3099999999994907e+00;1;631;5;4;159;7;2;;
0O0409;7.7200000000000000e+03;3.7599999999983993e+00;1;632;5;4;159;9;4;;
0O0410;7.2300000000000000e+03;1.0649999999994179e+01;1;633;5;4;159;9;3;;
0O0411;8.1000000000000000e+03;2.0099999999983993e+00;1;634;5;4;159;7;3;;
0O0412;1.0973000000000000e+05;5.2200000000011642e+00;1;635;5;4;159;5;2;;
0O0413;2.9840000000000000e+04;7.3899999999994179e+00;1;636;5;4;159;7;3;;
0O0414;5.7200000000000000e+03;2.7900000000008731e+00;1;637;5;4;159;9;4;;
0O0418;2.0200000000000000e+03;9.7999999999956344e-01;1;638;5;4;216;9;4;;
0O0419;5.5200000000000000e+02;2.6999999999998181e-01;1;639;5;4;216;9;4;;
0O0420;1.6000000000000000e+02;8.0000000000040927e-02;1;640;5;4;216;9;4;;
0O0421;8.2000000000000000e+01;0.0000000000000000e+00;1;641;5;4;216;8;;;
0P0035;5.9940000000000000e+04;2.8499999999985448e+00;1;642;5;4;365;5;2;;
0P0036;3.5080000000000000e+04;1.6700000000000728e+00;1;643;5;4;366;5;2;;
0P0041;4.2350000000000000e+04;2.0099999999983993e+00;1;644;5;4;133;5;2;;
0P0043;3.7510000000000000e+04;1.7800000000006548e+00;1;645;5;4;270;5;2;;
0P0053;6.0000000000000000e+02;2.8999999999996362e-01;1;646;5;4;270;9;4;;
0P0054;1.3700000000000000e+03;6.7000000000007276e-01;1;647;5;4;270;9;4;;
0P0055;2.5190000000000000e+04;1.2000000000007276e+00;1;648;5;4;270;5;2;;
0P0056;1.1000000000000000e+03;5.3999999999996362e-01;1;649;5;4;270;9;4;;
0P0057;1.1100000000000000e+03;2.8000000000020009e-01;1;650;5;4;270;7;3;;
0P0058;2.9690000000000000e+04;1.4099999999998545e+00;1;651;5;4;270;5;2;;
0P0080;7.7080000000000000e+04;3.6699999999982538e+00;1;652;5;4;345;5;2;;
0P0087;1.2300000000000000e+03;1.8099999999994907e+00;1;653;5;4;382;9;3;;
0P0088;1.5100000000000000e+03;2.2200000000011642e+00;1;654;5;4;382;9;3;;
0P0089;1.4975000000000000e+04;7.1000000000003638e-01;1;655;5;4;382;5;2;;
0P0090;1.9200000000000000e+03;4.8000000000001819e-01;1;656;5;4;382;7;3;;
0P0091;3.3650000000000000e+03;1.6000000000008185e-01;1;657;5;4;382;5;2;;
0P0092;2.6350000000000000e+03;2.1000000000003638e-01;1;658;5;4;382;7;4;;
0P0093;6.9330000000000000e+04;3.2999999999992724e+00;1;659;5;4;382;5;2;;
0P0094;6.5000000000000000e+02;3.2000000000016371e-01;1;660;5;4;382;9;4;;
0P0101;2.0000000000000000e+03;1.6000000000008185e-01;1;661;5;4;382;7;4;;
0P0102;1.5450000000000000e+03;7.5000000000000000e-01;1;662;5;4;382;9;4;;
0P0103;1.7700000000000000e+03;1.4000000000010004e-01;1;663;5;4;382;7;4;;
0P0104;5.8330000000000000e+04;7.9800000000032014e+00;1;664;5;4;184;7;;;
0P0105;3.6625000000000000e+04;6.0299999999988358e+00;1;665;5;4;184;7;;;
0P0106;2.2100000000000000e+03;5.5000000000018190e-01;1;666;5;4;178;7;3;;
0P0107;3.2800000000000000e+03;8.1000000000040018e-01;1;667;5;4;178;7;3;;
0P0108;2.8000000000000000e+03;4.1200000000026193e+00;1;668;5;4;178;9;3;;
0P0109;4.4960000000000000e+03;3.6999999999989086e-01;1;669;5;4;178;7;4;;
0P0115;4.6230000000000000e+04;1.1449999999997090e+01;1;670;5;4;178;7;3;;
0P0120;3.7340000000000000e+04;9.2500000000000000e+00;1;671;5;4;105;7;3;;
0P0121;2.3000000000000000e+02;3.4000000000014552e-01;1;672;5;4;105;9;3;;
0P0122;3.0000000000000000e+01;0.0000000000000000e+00;1;673;5;4;105;8;;;
0P0126;2.5600000000000000e+03;6.3000000000010914e-01;1;674;5;4;105;7;3;;
0P0127;2.8780000000000000e+04;1.3700000000008004e+00;1;675;5;4;105;5;2;;
0P0128;6.8869000000000000e+04;3.2799999999988358e+00;1;676;5;4;105;5;2;;
0P0136;4.2080000000000000e+04;2.0000000000000000e+00;1;677;5;4;140;5;2;;
0P0142;5.2627000000000000e+04;2.5000000000000000e+00;1;678;5;4;381;1;;;
0P0143;2.8750000000000000e+03;4.2300000000032014e+00;1;679;5;4;377;9;3;;
0P0144;3.9700000000000000e+03;5.8499999999985448e+00;1;680;5;4;377;9;3;;
0P0145;7.1280000000000000e+04;3.3899999999994179e+00;1;681;5;4;377;5;2;;
0P0146;6.2380000000000000e+04;5.0699999999997090e+00;1;682;5;4;377;7;4;;
0P0147;3.9480000000000000e+04;3.2099999999991269e+00;1;683;5;4;377;7;4;;
0P0148;2.4000000000000000e+03;1.1700000000000728e+00;1;684;5;4;90;9;4;;
0P0149;5.3300000000000000e+03;2.5999999999985448e+00;1;685;5;4;90;9;4;;
0P0150;8.0000000000000000e+02;7.0000000000050022e-02;1;686;5;4;90;7;4;;
0P0151;9.0700000000000000e+03;4.4199999999982538e+00;1;687;5;4;90;9;4;;
0P0152;1.6359000000000000e+05;7.7799999999988358e+00;1;688;5;4;90;5;2;;
0P0153;6.2100000000000000e+03;3.0299999999988358e+00;1;689;5;4;90;9;4;;
0P0154;7.6050000000000000e+03;3.6000000000012733e-01;0;690;6;4;90;5;2;;
0P0155;1.1468000000000000e+04;5.5899999999965075e+00;0;691;6;4;90;9;4;;
0P0156;3.9990000000000000e+03;1.9500000000007276e+00;1;692;5;4;90;9;4;;
0P0157;6.1853000000000000e+04;2.9399999999986903e+00;1;693;5;4;90;5;2;;
0P0171;7.5544000000000000e+04;3.5900000000001455e+00;1;694;5;4;326;5;2;;
0P0172;4.4890000000000000e+03;2.1899999999986903e+00;1;695;5;4;326;9;4;;
0P0173;2.8780000000000000e+04;1.3700000000008004e+00;1;696;5;4;326;5;2;;
0P0174;4.5120000000000000e+04;1.1179999999993015e+01;1;697;5;4;326;7;3;;
0P0175;7.4985000000000000e+04;3.5699999999997090e+00;1;698;5;4;246;5;2;;
0P0176;3.5060000000000000e+04;8.6900000000023283e+00;1;699;5;4;246;7;3;;
0P0177;3.3831000000000000e+04;1.6100000000005821e+00;1;700;5;4;246;5;2;;
0P0178;2.5400000000000000e+03;1.2399999999997817e+00;1;701;5;4;246;9;4;;
0P0179;1.5260000000000000e+04;3.7799999999988358e+00;1;702;5;4;246;7;3;;
0P0182;2.2895000000000000e+04;1.0900000000001455e+00;1;703;5;4;246;5;2;;
0P0185;3.5275000000000000e+04;1.6800000000002910e+00;1;704;5;4;246;5;2;;
0P0186;1.2200000000000000e+03;6.2000000000000000e-01;0;705;6;4;246;9;4;Acte du 17/04/1978 Gfa Larzac 3 - Vente de M. Thérèe et Clément Frayssines;
0P0187;1.7675000000000000e+04;8.7000000000000000e-01;0;706;6;4;246;5;2;Acte du 17/04/1978 Gfa Larzac 3 - Vente de M. Thérèe et Clément Frayssines;
0P0188;3.0705000000000000e+04;1.4599999999991269e+00;1;707;5;4;246;5;2;;
0P0192;9.9000000000000000e+02;2.5000000000000000e-01;1;708;5;4;246;7;3;;
0P0198;2.9550000000000000e+03;7.2999999999956344e-01;1;709;5;4;246;7;3;;
0P0199;2.4110000000000000e+04;1.1499999999996362e+00;1;710;5;4;321;5;2;;
0P0200;7.5000000000000000e+03;1.1039999999993597e+01;1;711;5;4;321;9;3;;
0P0201;1.6550000000000000e+03;1.3000000000010914e-01;1;712;5;4;321;7;4;;
0P0204;1.0300000000000000e+03;5.0000000000000000e-01;1;713;5;4;321;9;4;;
0P0205;1.4700000000000000e+03;3.6000000000012733e-01;1;714;5;4;321;7;3;;
0P0206;6.1200000000000000e+03;9.0099999999947613e+00;1;715;5;4;321;9;3;;
0P0207;1.2815000000000000e+04;6.0999999999967258e-01;1;716;5;4;321;5;2;;
0P0213;4.4393000000000000e+04;2.1899999999999999e+00;0;717;6;4;96;5;2;Acte du 22/12/1978 Gfa Larzac 3 - Vente de Raoul Rouvier;
0P0214;1.0652000000000000e+04;2.7400000000000002e+00;0;718;6;4;96;7;3;Acte du 22/12/1978 Gfa Larzac 3 - Vente de Raoul Rouvier;
0P0215;4.7169000000000000e+04;2.2400000000016007e+00;1;719;5;4;96;5;2;;
0P0217;3.1391000000000000e+04;1.5500000000000000e+00;0;720;6;4;96;5;2;Acte du 17/04/1978 Gfa Larzac 3 - Vente de M. Thérèe et Clément Frayssines;
0P0218;5.9650000000000000e+03;1.5300000000000000e+00;0;721;6;4;96;7;3;Acte du 27/04/1977 - Gfa Larzac 2 - Vendeur : Louis Marius Rang;
0P0219;4.2620000000000000e+03;2.1600000000000001e+00;0;722;6;4;96;9;4;Acte du 27/04/1977 - Gfa Larzac 2 - Vendeur : Louis Marius Rang;
0P0220;1.3610000000000000e+04;6.4999999999963620e-01;1;723;5;4;96;5;2;;
0P0221;1.2670000000000000e+04;6.1800000000002910e+00;1;724;5;4;96;9;4;;
0P0222;7.1900000000000000e+03;5.7999999999992724e-01;1;725;5;4;96;7;4;;
0P0223;1.3515000000000000e+04;6.7000000000000004e-01;0;726;6;4;96;5;2;Acte du 27/04/1977 - Gfa Larzac 2 - Vendeur : Louis Marius Rang;
0P0270;1.7100000000000000e+03;4.2000000000007276e-01;1;727;5;4;377;7;3;;
0P0485;8.7400000000000000e+02;4.0000000000020464e-02;1;728;5;4;380;5;2;;
0P0487;4.6463000000000000e+04;2.2099999999991269e+00;1;729;5;4;380;5;2;;
0P0489;9.7190000000000000e+03;4.6000000000003638e-01;1;730;5;4;270;5;2;;
0P0491;3.5914000000000000e+04;1.7099999999991269e+00;1;731;5;4;147;5;2;;
ZA0006;2.4910000000000000e+04;2.1799999999988358e+01;1;732;5;4;276;9;;;
ZA0016;2.6400000000000000e+03;0.0000000000000000e+00;1;733;5;4;276;8;;;
ZA0017;4.8660000000000000e+04;1.5960000000006403e+01;1;734;5;4;276;7;;;
ZA0020;2.7100000000000000e+03;1.3000000000010914e-01;0;735;6;4;380;5;2;;
ZA0027;1.0955000000000000e+05;8.8999999999941792e+00;1;736;5;4;83;7;4;;
0B0009;3.7920000000000000e+04;3.2000000000000002e+00;0;737;6;5;5;7;3;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger) ;
0B0010;1.6398000000000000e+05;1.7430000000000001e+02;0;738;6;5;5;9;;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0011;1.4130000000000000e+04;1.1899999999999999e+00;0;739;6;5;5;7;3;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0015;3.9320000000000000e+04;3.3199999999999998e+00;0;740;6;5;160;7;3;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0024;2.8000000000000000e+04;1.1429999999993015e+01;0;741;6;5;160;9;4;;
0B0033;1.0683000000000000e+05;8.6799999999930151e+00;0;742;6;5;161;7;3;;
0B0038;1.0037000000000000e+05;8.1600000000034925e+00;1;743;5;5;66;7;3;;
0B0039;3.5000000000000000e+03;1.4300000000002910e+00;1;744;5;5;66;9;4;;
0B0040;8.7220000000000000e+04;8.9290000000037253e+01;1;745;5;5;66;9;;;
0B0246;5.7920000000000000e+04;9.8579999999999998e+01;0;746;6;5;5;9;3;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0247;4.0840000000000000e+04;3.4500000000000002e+00;0;747;6;5;5;7;3;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0248;3.0080000000000000e+04;2.5400000000000000e+00;0;748;6;5;5;7;3;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0251;6.4750000000000000e+03;5.5000000000000004e-01;0;749;6;5;240;7;3;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0252;1.2010000000000000e+04;5.0899999999999999e+00;0;750;6;5;240;9;4;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0253;1.0728000000000000e+05;9.0500000000000007e+00;0;751;6;5;240;7;3;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0255;2.9815000000000000e+04;1.2640000000000001e+01;0;752;6;5;240;9;4;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0257;3.8400000000000000e+04;3.2640000000000001e+01;0;753;6;5;13;9;;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0258;8.8000000000000000e+03;7.3999999999999999e-01;0;754;6;5;13;7;3;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0259;1.2570000000000000e+04;5.3300000000000001e+00;0;755;6;5;13;9;4;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0260;9.7150000000000000e+04;2.4989999999999998e+01;0;756;6;5;13;7;2;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0261;3.0000000000000000e+04;1.2720000000000001e+01;0;757;6;5;13;9;4;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0262;7.9480000000000000e+03;2.0400000000000000e+00;0;758;6;5;13;7;2;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0263;4.8000000000000000e+01;0.0000000000000000e+00;0;759;6;5;13;8;;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0264;4.5400000000000000e+02;3.0899999999999999e+00;0;760;6;5;13;6;2;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0265;5.2600000000000000e+02;3.5800000000000001e+00;0;761;6;5;13;6;2;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0266;5.5000000000000000e+01;0.0000000000000000e+00;0;762;6;5;13;8;;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0268;1.3000000000000000e+02;0.0000000000000000e+00;0;763;6;5;12;8;;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0277;3.8215000000000000e+04;1.5610000000000582e+01;1;764;5;5;86;9;4;;
0B0279;1.7260000000000000e+04;7.0500000000029104e+00;1;765;5;5;86;9;4;;
0B0280;1.8280000000000000e+04;4.5299999999988358e+00;1;766;5;5;86;7;2;;
0B0281;9.0900000000000000e+03;3.7099999999991269e+00;1;767;5;5;86;9;4;;
0B0284;1.4380000000000000e+04;1.1700000000000728e+00;1;768;5;5;86;7;3;;
0B0286;2.0900000000000000e+04;1.7000000000007276e+00;1;769;5;5;86;7;3;;
0B0287;7.9250000000000000e+03;3.2400000000016007e+00;1;770;5;5;391;9;4;;
0B0288;1.6970000000000000e+04;6.9300000000002910e+00;1;771;5;5;391;9;4;;
0B0289;6.9900000000000000e+04;5.6800000000002910e+00;1;772;5;5;391;7;3;;
0B0290;2.1100000000000000e+04;8.6100000000005821e+00;1;773;5;5;391;9;4;;
0B0291;6.3030000000000000e+04;5.1200000000026193e+00;1;774;5;5;391;7;3;;
0B0292;1.1330000000000000e+05;9.2100000000064028e+00;1;775;5;5;391;7;3;;
0B0293;2.6600000000000000e+04;1.0860000000000582e+01;1;776;5;5;391;9;4;;
0B0295;3.5960000000000000e+04;1.4679999999993015e+01;1;777;5;5;391;9;4;;
0B0296;3.6000000000000000e+03;2.8999999999996362e-01;1;778;5;5;391;7;3;;
0B0297;1.1100000000000000e+03;0.0000000000000000e+00;0;779;6;5;212;8;;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0298;4.1716000000000000e+05;1.0647000000000000e+02;0;780;6;5;212;7;;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0299;3.2000000000000000e+03;8.1999999999999995e-01;0;781;6;5;212;7;2;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0300;3.3818000000000000e+05;8.7000000000000000e+01;0;782;6;5;212;7;2;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0301;5.8000000000000000e+03;9.8699999999999992e+00;0;783;6;5;212;9;3;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0302;5.1650000000000000e+04;8.7909999999999997e+01;0;784;6;5;212;9;3;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0303;7.4000000000000000e+03;1.2590000000000000e+01;0;785;6;5;212;9;3;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0304;2.0133000000000000e+05;5.1789999999999999e+01;0;786;6;5;212;7;2;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0305;1.4400000000000000e+04;6.0999999999999996e+00;0;787;6;5;212;9;4;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0306;1.8700000000000000e+04;7.9299999999999997e+00;0;788;6;5;212;9;4;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0307;4.6000000000000000e+02;1.2000000000000000e-01;0;789;6;5;212;7;2;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0308;7.2000000000000000e+02;1.9000000000000000e-01;0;790;6;5;212;7;2;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0309;9.0000000000000000e+02;2.3000000000000001e-01;0;791;6;5;212;7;2;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0310;7.5460000000000000e+04;6.3700000000000001e+00;0;792;6;5;212;7;3;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0311;1.1600000000000000e+04;9.7999999999999998e-01;0;793;6;5;212;7;3;Acte du 5 et 10/09/1984 - Gfa Larzac 4 - Vente de Hopital-Hospice de Millau;
0B0312;1.7100000000000000e+04;1.3899999999994179e+00;1;794;5;5;212;7;3;;
0B0313;7.8000000000000000e+03;3.1800000000002910e+00;1;795;5;5;212;9;4;;
0B0314;1.2500000000000000e+04;5.0999999999985448e+00;1;796;5;5;212;9;4;;
0B0319;7.8000000000000000e+03;3.3100000000000001e+00;0;797;6;5;160;9;4;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0320;7.6990000000000000e+04;3.2640000000000001e+01;0;798;6;5;160;9;4;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0321;2.6000000000000000e+04;4.4250000000000000e+01;0;799;6;5;160;9;3;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0322;1.5183800000000000e+06;2.5936000000000001e+02;0;800;6;5;160;7;;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0323;8.7360000000000000e+04;1.4868000000000001e+02;0;801;6;5;160;9;;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0325;2.8834400000000000e+05;4.9250000000000000e+01;0;802;6;5;66;7;;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0327;1.3552000000000000e+05;1.1009999999994761e+01;1;803;5;5;212;7;3;;
0B0328;6.6380000000000000e+04;5.5999999999999996e+00;0;804;6;5;212;7;3;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0331;8.3720000000000000e+03;3.5499999999999998e+00;0;805;6;5;12;9;4;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0335;3.9430000000000000e+03;2.0000000000000000e+00;0;806;6;5;12;7;;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0337;2.8752000000000000e+04;2.4300000000000002e+00;0;807;6;5;12;7;3;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0340;4.8308000000000000e+04;4.0800000000000001e+00;0;808;6;5;12;7;3;Acte du 18 octobre 1974 GFA1  - Vente Louis Vidal et Ernestine Canaguier;
0B0348;1.6450000000000000e+03;0.0000000000000000e+00;0;809;6;5;12;8;;Acte achat du 27/10/1976 - GFA 2 - Vente de M. Porte Joseph Edouard (origine propriété : m. Gérard Armand Guelpa et Mme Eliane Boulanger);
0B0350;7.4629000000000000e+04;1.2232999999995809e+02;0;810;6;5;12;9;3;;
0B0351;1.1250000000000000e+03;9.0000000000031832e-02;0;811;6;5;240;7;3;;
0B0352;8.4010000000000000e+04;6.8300000000017462e+00;0;812;6;5;240;7;3;;
0B0360;1.3845000000000000e+04;1.1299999999991996e+00;1;813;5;5;86;7;3;;
0B0361;6.5000000000000000e+01;1.0000000000005116e-02;1;814;5;5;86;7;3;;
0B0362;1.0780000000000000e+03;0.0000000000000000e+00;1;815;5;5;86;8;;;
0B0363;1.0770000000000000e+03;0.0000000000000000e+00;1;816;5;5;86;8;;;
0B0364;4.9500000000000000e+02;3.2500000000000000e+00;1;817;5;5;86;6;2;;
0B0365;4.9500000000000000e+02;3.2500000000000000e+00;1;818;5;5;86;6;2;;
0B0366;9.1011000000000000e+04;3.5200000000011642e+01;1;819;5;5;86;9;;;
0B0367;1.0459000000000000e+04;4.2699999999967986e+00;1;820;5;5;86;9;4;;
0B0368;2.1689800000000000e+05;3.5679999999993015e+01;1;821;5;5;66;7;;;
0B0369;1.6758000000000000e+04;4.1500000000014552e+00;1;822;5;5;66;7;;;
0B0402;3.3900000000000000e+03;1.3799999999991996e+00;0;823;6;5;160;9;4;;
ZN0047;1.4960000000000000e+03;1.2000000000000455e-01;0;824;6;5;163;7;3;;
ZP0019;6.1080000000000000e+03;5.0000000000000000e-01;0;825;6;5;43;7;3;;
0B0001;7.0200000000000000e+03;1.1509999999994761e+01;1;826;5;6;10;9;3;;
0B0002;1.2030000000000000e+04;2.9799999999995634e+00;1;827;5;6;10;7;2;;
0B0006;2.9650000000000000e+03;2.4000000000000909e-01;1;828;5;6;10;7;3;;
0B0008;1.5400000000000000e+03;1.3000000000010914e-01;1;829;5;6;10;7;3;;
0B0013;2.0500000000000000e+03;1.7000000000007276e-01;1;830;5;6;10;7;3;;
0B0015;1.9600000000000000e+03;1.6000000000008185e-01;1;831;5;6;10;7;3;;
0B0016;2.1800000000000000e+03;1.8000000000006366e-01;1;832;5;6;10;7;3;;
0B0018;8.4300000000000000e+03;6.8999999999959982e-01;1;833;5;6;10;7;3;;
0B0019;8.2300000000000000e+03;6.7000000000007276e-01;1;834;5;6;10;7;3;;
0B0020;9.2600000000000000e+03;7.5000000000000000e-01;1;835;5;6;10;7;;;
0B0021;9.7700000000000000e+03;7.8999999999996362e-01;1;836;5;6;10;7;3;;
0B0024;9.3800000000000000e+03;7.6000000000021828e-01;1;837;5;6;10;7;3;;
0B0029;9.1400000000000000e+03;7.3999999999978172e-01;1;838;5;6;10;7;3;;
0B0030;1.1060000000000000e+04;8.9999999999963620e-01;1;839;5;6;10;7;3;;
